,Ingredient1,Ingredient2,f_x,f_y,f_xy,pmi
3978,jeruk nipis,madu,836,109,4,1.0859636775319108
35,andaliman,jahe,39,1169,2,1.0853273846840958
9422,hela,hitam,139,164,1,1.0853054507709754
65688,hela,kaldu ayam bubuk,139,164,1,1.0853054507709754
12318,cumi,hitam,139,164,1,1.0853054507709754
67072,cumi,kaldu ayam bubuk,139,164,1,1.0853054507709754
24858,iga sapi,ketumbar,57,800,2,1.0851299967833334
20510,ikan tenggiri,kacang,126,181,1,1.0848668735085618
31953,pasta coklat,tepung maizena,49,931,2,1.0847134168981172
10524,pala bubuk,tepung maizena,98,931,4,1.0847134168981172
34681,daging sapi,kikil sapi,1037,22,1,1.0845161501380223
60038,cabai hijau,jinten,248,92,1,1.084428488511843
3455,kecap ikan,merica bubuk,138,827,5,1.0840253439790697
52603,cabai rawit,perkuntum,1087,21,1,1.083946486881233
46869,cabai rawit,putren,1087,21,1,1.083946486881233
23039,cabai rawit,ijo,1087,21,1,1.083946486881233
11430,kecap asin,lada bubuk,440,519,10,1.0835522946417158
37451,buncis,giling,162,141,1,1.0832895861153131
42306,kulit,muda,213,322,3,1.0824143891401419
5712,asam,kelapa,140,490,3,1.0822102866799985
30863,bawang putih,cumi cumi,6536,7,2,1.0818022066906585
24125,bawang putih,cuko,6536,7,2,1.0818022066906585
37674,kencur,tepung beras,186,369,3,1.0817147826402467
29461,has,sawi,82,279,1,1.0817147826402467
25471,kencur,ketumbar bubuk,186,123,1,1.0817147826402467
33945,kecap asin,nasi,440,104,2,1.0816273662321312
5652,bubuk,segitiga,995,23,1,1.081408858638123
58575,kelapa,ungu,487,94,2,1.081234086933217
9330,palem,tepung terigu,39,2348,4,1.0810593457681226
5302,nanas,tepung terigu,78,2348,8,1.0810593457681226
12779,oregano,tepung terigu,39,2348,4,1.0810593457681226
20907,jinten,kacang tanah,108,212,1,1.0809283099296332
61702,bake,merah,15,1527,1,1.0805353054050229
22697,baby,merah,15,1527,1,1.0805353054050229
31570,green tea,merah,15,1527,1,1.0805353054050229
50963,jambu,merah,15,1527,1,1.0805353054050229
31701,ikan lele,kecap manis,23,996,1,1.0804043382121176
21056,daging ikan,kecap manis,23,996,1,1.0804043382121176
2425,daun bawang,kecap ikan,1463,141,9,1.0798660976637922
2929,daun jeruk,daun pisang,1506,137,9,1.079677054874121
150,bawang putih,cabai rawit,6536,442,126,1.0795372000598065
50818,kelapa muda,putih telur,84,273,1,1.079357217697592
16017,pasta,putih telur,168,273,2,1.079357217697592
13848,kaldu ayam bubuk,petai,188,122,1,1.0791828041626597
27780,beras,cabai,353,65,1,1.0787904848969316
11127,kaldu bubuk,telur ikan,638,36,1,1.0777885899249655
57861,cabai merah keriting,rendamannya,851,27,1,1.0773968171481623
54455,cabai merah keriting,petis udang,851,27,1,1.0773968171481623
65422,kecoklatan,santan,13,1768,1,1.07709221106674
12618,basil,cabai rawit,52,442,1,1.07709221106674
56180,asli,santan,13,1768,1,1.07709221106674
28678,daun melinjo,santan,26,1768,2,1.07709221106674
51374,iga kambing,santan,13,1768,1,1.07709221106674
47787,telur,teri medan,418,55,1,1.0768311939686381
14068,jeruk nipis,paprika merah,836,55,2,1.0768311939686381
36331,cumi,merica bubuk,139,827,5,1.0768050960055828
174,coklat bubuk,tepung maizena,247,931,10,1.076583290814867
491,daging sapi,kayu manis,1037,377,17,1.0765267601045434
945,sayur,telur,64,2156,6,1.076512265565361
3104,lengkuas,tahu kuning,575,40,1,1.0763963168145787
758,lengkuas,sate,575,200,5,1.0763963168145787
3951,kaldu,merica bubuk,167,827,6,1.075606773513474
5962,ikan mas,kental,49,470,1,1.0750928189111346
30641,asam kandis,kental,245,470,5,1.0750928189111346
44305,has,sedap,82,281,1,1.0745718951278667
7294,saus,udang,84,823,3,1.0744851008735916
10054,emping,tomat,31,1487,2,1.0742898413405093
22963,petai,tomat,31,1487,2,1.0742898413405093
27947,daun melinjo,lengkuas,26,1774,2,1.073704291394804
26382,kecap,lengkuas,52,1774,4,1.073704291394804
62319,kerang dara,lengkuas,13,1774,1,1.073704291394804
7561,beras,daun salam,353,980,15,1.0736753842301612
1495,daun salam,jahe,1460,1169,74,1.0736152287555847
58308,bawang bombay,pare,1442,16,1,1.0732707716411898
45678,arik,kaldu bubuk,83,556,2,1.0731840902386305
16338,daun pandan,warna,506,365,8,1.0726533305357444
11952,nanas,terasi,78,592,2,1.0725775307122134
67461,ragi,vanili,78,296,1,1.0725775307122134
45292,nasi,terasi,39,592,1,1.0725775307122134
18615,chocolate,susu kental manis,172,403,3,1.0718270616338392
46678,kol,saos,212,109,1,1.0717116548247094
46268,hitam,smoked beef,379,61,1,1.0712357424701278
62217,ebi,kaldu,170,136,1,1.0711924889395517
1619,kol,merah,212,1527,14,1.0710565614504792
2376,kaldu jamur,tempe,141,328,2,1.0710194935234987
39046,daun kunyit,ketumbar bubuk,188,123,1,1.0710194935234987
10445,cabai merah,kerang hijau,1597,29,2,1.0696150140843244
20028,nasi putih,sawi,83,279,1,1.0695934221079018
27346,saus tiram,terong,249,93,1,1.0695934221079018
2375,buncis,kaldu jamur,162,143,1,1.0692048462335741
5846,daun kemangi,kacang,256,181,2,1.0691185165404224
10631,mayonnaise,timun,47,493,1,1.068989035973117
60183,ikan nila,saus tomat,45,515,1,1.0688164212918094
37989,ayam kampung,petai,190,122,1,1.0686006948321227
65274,kuning telur,pasta coklat,393,59,1,1.0682987559508847
44188,kerupuk,kulit,104,223,1,1.068083141124374
11945,nanas,tomat,78,1487,5,1.067858951010219
1904,pasta,tepung terigu,168,2348,17,1.0675759954308355
3664,cabai merah keriting,kencur,851,300,11,1.067346481294661
46439,hela,tawar,139,167,1,1.0671780661784187
8026,kering,pala,213,218,2,1.0670057637872967
61679,kering,saos,213,109,1,1.0670057637872967
43415,kulit,paha ayam,213,109,1,1.0670057637872967
61746,kulit,saos,213,109,1,1.0670057637872967
60689,keju,manis,180,129,1,1.066876556473983
22035,jawa,santan,92,1768,7,1.0661631405345497
110,kelapa,kemiri,487,1193,25,1.0660310914135604
47825,margarin,mata,664,35,1,1.0660156007600181
24203,biji,keruk,581,40,1,1.0660156007600181
59531,biji,sagu,581,40,1,1.0660156007600181
9547,biji,jeruk,581,40,1,1.0660156007600181
34364,buncis,daun bawang,162,574,4,1.0657144412938055
2737,cabai merah keriting,jeruk nipis,851,875,32,1.0647456995946034
7799,kol,merica,212,988,9,1.0646014166422044
3146,cabai rawit merah,lalap,582,40,1,1.0642959098804914
20815,cabai rawit merah,jeruk,582,40,1,1.0642959098804914
10532,dada ayam,sosis,388,120,2,1.0642959098804914
50066,dark,hitam,142,164,1,1.0639523263004063
21090,kacang tanah,tempe,284,328,4,1.0639523263004063
27772,beras,kaleng,353,66,1,1.0635230127661432
8760,jahe,salad,1371,17,1,1.063136788107335
36870,jahe,lawang,1371,17,1,1.063136788107335
34520,jahe,kacang mede,1371,17,1,1.063136788107335
1709,mentega,putih,263,709,8,1.0630777946958094
2175,cengkeh,ketumbar bubuk,379,123,2,1.063072431830967
45548,arik,sedap,83,281,1,1.0624505345955217
35852,jamur enoki,saus tiram,25,933,1,1.062364786010321
1545,jahe,ketumbar,1371,800,47,1.0618860062056823
2504,saus tiram,telur,249,2156,23,1.0616771991614198
1441,ikan tenggiri,kaldu bubuk,126,556,3,1.061207899191915
13885,daun salam,teri nasi,1460,32,2,1.060865374783702
4199,daun salam,kecap,1460,64,4,1.060865374783702
37715,bayam,bubuk,159,147,1,1.0603090227268976
836,choco chips,susu kental manis,58,403,1,1.060266239232763
19399,buah cherry,kayu manis,62,377,1,1.060266239232763
14946,ijo,jahe,40,1169,2,1.060009576699806
11545,daun jeruk purut,jahe,40,1169,2,1.060009576699806
9799,kecap manis,paha ayam,858,109,4,1.0599881911286502
14743,kecap manis,madu,858,109,4,1.0599881911286502
7263,mie,soun,172,136,1,1.0594964491763603
1066,merica bubuk,udang,455,823,16,1.0589809143376265
43186,arik,cabai merah keriting,83,282,1,1.058898132991154
27350,saus tiram,ungu,249,94,1,1.058898132991154
32115,daun bawang,sisakan,1463,32,2,1.0588126884659599
62336,jeruk nipis,kerang dara,836,28,1,1.0588126884659599
37731,bayam,cabai rawit,159,442,3,1.0580440160960456
39908,asam jawa,temu kunci,710,33,1,1.0578732802240243
33876,asam jawa,ikan kembung,710,33,1,1.0578732802240243
31795,ikan asin,kunyit,22,1065,1,1.0578732802240243
50969,kacang tanah,nanas,284,165,2,1.0578732802240243
58610,jagung,terong,252,93,1,1.0576172310611862
25688,sambal,serai,38,2467,4,1.0575958965900136
26984,ikan bawal,serai,19,2467,2,1.0575958965900136
8947,oncom,serai,19,2467,2,1.0575958965900136
1312,bubuk,kayu manis,995,377,16,1.0572466093590431
1666,hitam,margarin,379,619,10,1.0565894269528886
9406,kecap inggris,tepung maizena,126,931,5,1.0565425399314208
49064,kaldu,sedap,167,281,2,1.05644451053531
29990,coklat bubuk,lemon,247,95,1,1.0563805834973474
27861,beras ketan putih,daun jeruk,31,757,1,1.0562953538032704
32723,chocolate,putih telur,172,273,2,1.0558267202873979
12727,tepung ketan putih,tepung terigu,10,2348,1,1.0557415377838328
41206,berwana,tepung terigu,10,2348,1,1.0557415377838328
11663,keju mozarella,tepung terigu,70,2348,7,1.0557415377838328
38526,ge,tepung terigu,10,2348,1,1.0557415377838328
57246,salad,tepung terigu,10,2348,1,1.0557415377838328
54562,mayones,tepung terigu,10,2348,1,1.0557415377838328
53545,pastry,tepung terigu,10,2348,1,1.0557415377838328
37716,bubuk,jagung,995,118,5,1.0556563625357083
2181,kapulaga,ketumbar bubuk,191,123,1,1.0551880283068182
6725,cuka,tahu,185,127,1,1.0551029001889494
18095,cengkeh,pisang,379,62,1,1.0549752215983477
35268,abai,daun salam,24,980,1,1.0540394097133021
7422,daun pepaya,daun salam,24,980,1,1.0540394097133021
13252,lada,tepung sagu,297,396,5,1.0539373741027855
37089,bawang putih,cabe,6536,18,5,1.0536313297239623
8545,mentega,sayur,263,179,2,1.0532531542672914
14978,cabai,paha ayam,216,109,1,1.0530195218125569
35514,jinten,pala,108,218,1,1.0530195218125569
44244,kaldu,kecap ikan,167,141,1,1.052892108930942
49893,bawang merah,ikan mujair,4710,5,1,1.0527647122813015
2074,bawang merah,cilok,4710,5,1,1.0527647122813015
46550,bawang merah,jengkol,4710,15,3,1.0527647122813015
24662,bawang merah,jamur tiram,4710,5,1,1.0527647122813015
62515,bawang merah,keras,4710,5,1,1.0527647122813015
59412,bawang merah,tempoyak,4710,5,1,1.0527647122813015
5905,bawang merah,hokkian,4710,5,1,1.0527647122813015
13814,bawang merah,pindang,4710,5,1,1.0527647122813015
17496,bawang merah,ikan salai,4710,5,1,1.0527647122813015
20826,bawang merah,limo,4710,5,1,1.0527647122813015
34788,bawang merah,genjer,4710,5,1,1.0527647122813015
56530,bawang merah,cangkang,4710,5,1,1.0527647122813015
9878,bawang merah,ikan tuna,4710,10,2,1.0527647122813015
45005,bawang merah,jengki,4710,5,1,1.0527647122813015
42717,bawang merah,tahu sumedang,4710,5,1,1.0527647122813015
20262,bawang merah,gendot,4710,10,2,1.0527647122813015
20372,bawang merah,jambal roti,4710,5,1,1.0527647122813015
28920,bawang merah,ikan lele,4710,20,4,1.0527647122813015
23028,cabai rawit,keriting,1087,65,3,1.0526939433771285
20073,bawang bombay,paprika hijau,1442,49,3,1.0526514844384542
5618,baking soda,kayu manis,125,377,2,1.0522340675354989
42763,arik,kol,83,284,1,1.0518309657680616
11543,daun jeruk purut,santan,40,1768,3,1.05177440308245
13867,lengkuas,masak,575,164,4,1.0517037042242072
63754,kipas,wortel,24,983,1,1.0509828612307532
57652,kapri,wortel,24,983,1,1.0509828612307532
26301,kentang,masak,288,164,2,1.0499660843256664
22962,biji,petai,581,122,3,1.0494862988088074
26809,kol,kulit,212,223,2,1.0490349461536796
28674,merica,sandung lamur,446,53,1,1.0490349461536796
2514,kol,saus sambal,212,223,2,1.0490349461536796
26796,kacang tanah,kentang,284,333,4,1.0488234447041063
10309,ketumbar,pala,434,218,4,1.0484005759562622
6488,cabai rawit merah,petai,582,122,3,1.0477666079292807
55525,dada ayam,smoked beef,388,61,1,1.0477666079292807
33059,paha ayam,terasi,40,592,1,1.0472597227279234
42833,ijo,terasi,40,592,1,1.0472597227279234
31427,hitam,tepung roti,379,125,2,1.0469430499010834
58617,jagung,ungu,252,94,1,1.0469219419444382
44825,manis,merica bubuk,86,827,3,1.0461061091167763
57654,kapri,merica,24,988,1,1.045909283630052
3137,kaldu bubuk,kulit,638,223,6,1.0458952261490118
49602,dark,tawar,142,167,1,1.0458249417078496
1463,bubuk,kaldu jamur,995,143,6,1.0458179135354204
21159,ebi,sawi,170,279,2,1.0457827734141834
67343,essense,telur,11,2156,1,1.0457406068986073
3624,maple,telur,11,2156,1,1.0457406068986073
57308,powder,telur,11,2156,1,1.0457406068986073
46165,tahu,telur,33,2156,3,1.0457406068986073
46300,fettucini,telur,11,2156,1,1.0457406068986073
20176,kepiting,telur,22,2156,2,1.0457406068986073
47116,paha,telur,11,2156,1,1.0457406068986073
64792,karamel,telur,11,2156,1,1.0457406068986073
12750,corn syrup,telur,11,2156,1,1.0457406068986073
43891,kulit lumpia,telur,33,2156,3,1.0457406068986073
22749,jeruk,susu,67,708,2,1.0456562792011248
44817,daging giling,pala bubuk,65,365,1,1.0453611882477367
53515,ekstrak,tepung maizena,51,931,2,1.044708082284418
10686,keju cheddar,susu full cream,212,112,1,1.0445606657587585
42317,kering,kulit,213,223,2,1.044329055116267
6144,ayam kampung,jeruk nipis,190,875,7,1.0443080022630782
22633,brokoli,kayu manis,63,377,1,1.044265897886322
469,kemiri,serai,780,2467,81,1.04404293018531
5640,aren,susu bubuk,72,330,1,1.0438870382492842
54204,cabai,ebi,216,110,1,1.0438870382492842
19204,kaldu sapi,kelapa,97,490,2,1.0436766226777556
49992,cooking,hitam,145,164,1,1.0430456414810927
8288,hitam,kering,379,251,4,1.0429510286315458
16020,pasta,susu,168,708,5,1.042675651062987
2130,merica bubuk,seledri,455,366,7,1.042625208428862
28580,kemiri,petai,780,122,4,1.042625208428862
2288,saus sambal,tomat,80,1487,5,1.042541143025929
48138,buntut sapi,tomat,16,1487,1,1.042541143025929
106,kacang,kelapa,243,490,5,1.041616889714745
20497,kacang,telur puyuh,243,98,1,1.041616889714745
58551,cabai merah keriting,melinjo,851,28,1,1.0410291729772874
6744,cabai merah keriting,rebung,851,28,1,1.0410291729772874
9699,bawang putih bubuk,tepung maizena,128,931,5,1.0407941829632816
832,baking powder,tepung terigu,538,2348,53,1.0407599841682158
7982,daun pandan,kayu manis,506,377,8,1.040305496670225
38123,bayam,kencur,159,300,2,1.0401063154093781
1604,kelapa muda,kol,84,284,1,1.0398547747213458
11546,daun jeruk purut,kemiri,40,1193,2,1.0396871160739583
3496,ikan tongkol,kemiri,80,1193,4,1.0396871160739583
43009,badan,kemiri,20,1193,1,1.0396871160739583
25183,ampela,kemiri,40,1193,2,1.0396871160739583
9426,hela,saus tomat,139,515,3,1.0396172665995473
60850,cabai rawit merah,teri,582,41,1,1.03960329729012
58061,kelapa,labu siam,487,98,2,1.039561390532649
18762,kelapa,soda kue,487,49,1,1.039561390532649
26829,mie kuning,santan,27,1768,2,1.039351883083893
13028,jamur kuping,mie,78,306,1,1.039351883083893
1748,cabai,cabai rawit,216,442,4,1.039351883083893
66978,ketumbar,teri medan,434,55,1,1.0392680923929896
9103,kecap ikan,lada bubuk,138,519,3,1.0391005320708817
17265,instant,lada bubuk,46,519,1,1.0391005320708817
34046,kaldu ayam bubuk,tahu,188,127,1,1.039016762437325
50551,hitam,tiram,379,63,1,1.0389748802519063
30254,hitam,paprika,379,63,1,1.0389748802519063
60953,daging kambing,sedap,85,281,1,1.0386398859018033
49066,kaleng,sedap,85,281,1,1.0386398859018033
8405,daun bawang,tahu jepang,1463,49,3,1.0381934012632243
66748,tepung,wijen,37,646,1,1.037928395299039
10864,bengkuang,kaldu bubuk,43,556,1,1.0376774017817207
22208,bakso sapi,kaldu bubuk,86,556,2,1.0376774017817207
2698,cabai rawit,ebi,1087,110,5,1.0374264712463401
67261,cabai rawit,kikil sapi,1087,22,1,1.0374264712463401
38624,cabai rawit,tau,1087,22,1,1.0374264712463401
15731,ketumbar,lada,434,496,9,1.0372499282367524
12286,daun selada,wortel,73,983,3,1.0371895390984176
7904,ikan bandeng,telur ayam,80,299,1,1.0371756036612976
7018,butter cream,telur ayam,80,299,1,1.0371756036612976
10173,kemiri,mie kuning,780,92,3,1.0371756036612976
24521,biji selasih,merah,47,1527,3,1.037050193465284
19439,kayu manis,warni,319,75,1,1.0369665954047105
43372,putih,putih telur,263,273,3,1.036632273031251
19944,kuning,margarin,116,619,3,1.0365626366030145
2415,bawang bombay,kecap asin,1442,332,20,1.0364567985184736
62967,jeruk limau,tempe,73,328,1,1.0361727621933308
65322,bawang,hela,307,78,1,1.0360892374490764
2142,bawang,keju cheddar,307,78,1,1.0360892374490764
23283,cabai merah,kecambah,1597,15,1,1.035713462408643
2949,cabai merah,ikan nila,1597,30,2,1.035713462408643
38160,cabai rawit hijau,kacang tanah,113,212,1,1.0356717183415123
2082,bawang putih,bawang putih bubuk,6536,11,3,1.035282191055766
1514,ebi,giling,170,141,1,1.0350874842974354
56243,ekstrak,kental,51,470,1,1.0350874842974354
21161,ebi,kecap ikan,170,141,1,1.0350874842974354
12591,kuning telur,tepung panir,393,61,1,1.0349623356832929
56761,cabai,rawit,216,111,1,1.0348372027293664
22224,kecap asin,madu,440,109,2,1.0346703831443602
1236,kaldu bubuk,merica bubuk,638,827,22,1.0345452867157001
34848,beras ketan,tepung beras,65,369,1,1.034461897789701
30726,jahe,kepala,1371,70,4,1.0341492512340829
25163,baking powder,kulit,538,223,5,1.0340533925380626
7930,ikan bandeng,kencur,80,300,1,1.0338367023957828
13961,merica,wijen,446,646,12,1.0334340057112
65559,giling,telur puyuh,245,98,1,1.0334201225105666
3640,kacang tanah,terasi,284,592,7,1.0330750877359671
2106,ragi,telur,78,2156,7,1.0328372020626992
23520,kecap manis,kerang dara,858,28,1,1.0328372020626992
63032,kecap manis,rebung,858,28,1,1.0328372020626992
9654,bawang bombay,selada,1442,50,3,1.0324487771209347
19258,ketumbar bubuk,merica,73,988,3,1.0321159614977162
14829,hela,lada bubuk,139,519,3,1.0318802840973949
14033,cumi,lada bubuk,139,519,3,1.0318802840973949
11288,saus tiram,tepung tapioka,249,483,5,1.0316141740426854
51965,dada ayam,ikan,388,62,1,1.0315060870575006
14246,roti tawar,tepung terigu,41,2348,4,1.0310489251934611
11153,kecap ikan,tauge,138,349,2,1.030467384926179
32538,merica,tauco,446,54,1,1.0303428131415269
55675,daun salam,pipih,1460,33,2,1.0300937161169486
19378,kismis,warna,66,365,1,1.0300937161169486
26514,kentang,kering,288,251,3,1.0298446811262454
54123,bunga kol,seledri,66,366,1,1.0273577362980737
18998,bebek,serai,49,2467,5,1.0265053095199825
5548,kunyit,merah,380,1527,24,1.026468084134747
47888,ayam,tofu,1727,14,1,1.0264474039639284
58005,ayam,ketimun,1727,14,1,1.0264474039639284
11834,ayam,zucchini,1727,14,1,1.0264474039639284
60552,ayam,rempah,1727,14,1,1.0264474039639284
40293,ayam,emping,1727,14,1,1.0264474039639284
1907,kacang,pasta,243,199,2,1.0264267242207699
13699,ragi instant,susu kental manis,60,403,1,1.0263646875570818
15168,beras,dada ayam,353,137,2,1.0263440095243892
14939,kaldu ayam,paha ayam,222,109,1,1.0256205476244422
2127,bawang putih,dada ayam,6536,137,37,1.025502162002126
18487,mayonnaise,saus tomat,47,515,1,1.0253313093520708
34475,kacang mede,tepung maizena,26,931,1,1.0252899964273163
18624,bubuk,dark,995,73,3,1.0250559220869913
11716,jahe,jamur kuping,1371,53,3,1.024670507279539
19457,hijau,warni,323,75,1,1.0245053749668984
3669,hijau,kencur,323,300,4,1.0245053749668984
33941,bakso,nasi,233,104,1,1.024216459018792
6313,daun selada,kecap asin,73,332,1,1.0240514016609858
30214,jeruk nipis,mustard,836,29,1,1.02372136865469
14273,kaldu bubuk,mayonnaise,638,38,1,1.02372136865469
7705,kaldu ayam bubuk,manis,188,129,1,1.0233914445342442
28044,hitam,kecap,379,64,1,1.0232265232837674
4204,cengkeh,kecap,379,64,1,1.0232265232837674
11907,kacang mede,saus tiram,26,933,1,1.0231440728570396
28568,kepala,terasi,41,592,1,1.022567110137552
14299,kental,pasta,366,199,3,1.0223199422681166
4242,ikan mas,tomat,49,1487,3,1.0219218558231935
63904,daun seledri,mentega,88,276,1,1.021908131530509
10304,kemiri,pala,780,218,7,1.0217669783084524
9348,kacang,palem,243,100,1,1.0214141823972256
40822,ketumbar,tahu kulit,434,56,1,1.0212495868903113
27619,merica,paha ayam,446,109,2,1.021126158036603
6980,bawang bombay,jagung,1442,118,7,1.0210850184706197
2353,cabai merah,dada ayam,1597,137,9,1.0210073150189476
1465,ebi,kaldu jamur,170,143,1,1.0210027444156964
2750,jeruk nipis,kemiri,836,1193,41,1.0203628432475556
65855,bayam,mie,159,306,2,1.0203036881131986
6408,daun bawang,seledri,1463,366,22,1.0198105306626908
22086,kaldu sapi,kering,97,251,1,1.0194818940906987
8916,kelapa,oncom,487,50,1,1.0193586832151296
26899,merica,putih telur,446,273,5,1.0192929769549421
6507,cabai merah,petai,1597,122,8,1.0191841604574323
23234,merica,wortel,446,983,18,1.0190894974547995
54600,kuning telur,pisang,393,62,1,1.0187018148115128
26622,kental,kentang,366,333,5,1.018307900778156
9522,lada bubuk,saus tomat,284,515,6,1.0182641421289782
14002,bubuk,ragi,995,98,4,1.0182299570165914
12833,bubuk,strawberry,995,49,2,1.0182299570165914
26408,giling,pasta,245,199,2,1.0182299570165914
28479,daun bawang,oncom,1463,50,3,1.0179906939457046
14503,kaldu ayam bubuk,lada bubuk,188,519,4,1.0175943268499184
43201,daging kambing,daun bawang,85,574,2,1.0175123394759278
1665,hitam,saus tomat,379,515,8,1.017384247659539
59137,saus tiram,telur puyuh,249,98,1,1.017225436590586
4239,ikan mas,kecap manis,49,996,2,1.017225436590586
2958,daun pisang,kemiri,225,1193,11,1.0172142602218996
10604,lada,timun,297,493,6,1.0171639681085307
21879,giling,telur ayam,245,299,3,1.0165563164585616
6359,kecap asin,rawit,440,111,2,1.0164880640611698
53431,brown sugar,susu bubuk,74,330,1,1.0164880640611698
7276,kacang,saus,243,201,2,1.0164266408861866
6555,bakso sapi,kol,86,284,1,1.0163242773111516
1669,margarin,saus tomat,664,515,14,1.0162540912009541
24947,ikan cakalang,merah,16,1527,1,1.0159967842674518
21742,ketupat,merah,16,1527,1,1.0159967842674518
2691,merah,tepung sagu,617,396,10,1.015947669560043
27372,kemiri,ungu,780,94,3,1.015669398440334
2539,daun bawang,kol,1463,284,17,1.0156405166007512
1266,cabai hijau,lengkuas,248,1774,18,1.015596660587523
9606,dada ayam,paprika,388,63,1,1.0155057457110592
50941,cabai rawit merah,petis,582,42,1,1.0155057457110592
17180,dada ayam,daging sapi,388,378,6,1.0155057457110592
1395,baking soda,tepung terigu,125,2348,12,1.0149195432635776
43751,butter,daun pandan,453,108,2,1.014769639678557
7780,caisim,kaldu bubuk,44,556,1,1.0146878835570219
16643,merica,udang,446,823,15,1.0144208601309417
11471,kunyit,muda,380,322,5,1.014360925895126
32433,daun jeruk,jeruk limau,1506,65,4,1.01434049459028
23025,daun jeruk,keriting,1506,65,4,1.01434049459028
16031,daging sapi,daun kunyit,1037,118,5,1.0143118914647737
7783,merica,saus tiram,446,933,17,1.0141350029146736
10249,ikan tongkol,mie,80,306,1,1.014034075099603
911,putih,tepung maizena,263,931,10,1.0138175952650796
55743,daging ikan,kunyit,23,1065,1,1.0134215176531904
25606,asam kandis,sate,245,200,2,1.013217415193047
33515,lada,nanas,297,165,2,1.0131153795825305
65435,daging giling,kayu manis,65,377,1,1.0130133543822175
2673,bawang putih,ikan nila,6536,30,8,1.012809335203707
9590,bawang bombay,tortilla,1442,17,1,1.012646149824755
7009,bawang bombay,rajungan,1442,17,1,1.012646149824755
766,kecap manis,sate,858,200,7,1.0126344947451797
1201,merica bubuk,telur,455,2156,40,1.0122179148599637
4348,cabai merah keriting,daun salam,851,980,34,1.0120416361040352
1790,kecap asin,saus sambal,440,223,4,1.0119936744733304
11307,kecap asin,kulit,440,223,4,1.0119936744733304
31213,merica,paprika merah,446,55,1,1.0119936744733304
42151,merica,nanas,446,165,3,1.0119936744733304
6462,bubuk,vanili,995,296,12,1.0114502700312127
3069,emulsifier,susu,104,708,3,1.0114231075588827
20722,ceker ayam,tepung sagu,62,396,1,1.0110972154262934
43457,sawi,tepung sagu,62,396,1,1.0110972154262934
2911,kayu manis,tepung ketan,319,77,1,1.0106492870873371
22238,brown sugar,kecap asin,74,332,1,1.0104457496052073
45215,daging giling,daging sapi,65,378,1,1.0103643462106406
16808,beras ketan,daging sapi,65,378,1,1.0103643462106406
640,beras ketan,daun jeruk,65,757,2,1.0090424689527249
17944,daun salam,jagung,1460,118,7,1.008679621613132
8991,cengkeh,roti tawar,379,65,1,1.007722336747802
35039,cengkeh,keriting,379,65,1,1.007722336747802
7166,cabai merah,daun pandan,1597,108,7,1.0075425854419466
32794,ketumbar,kol,434,284,5,1.007064951898355
5583,mentega,telur,263,2156,23,1.0069760634483629
9346,bubuk,kuning telur,995,223,9,1.0069558804433734
44605,extract,tepung terigu,21,2348,2,1.0069513736144007
7686,daun bawang,jagung,1463,118,7,1.0066269352953896
2192,bawang bombay,lada,1442,496,29,1.0065793971425177
632,daun salam,kelapa,1460,490,29,1.006344535905285
11550,daun jeruk purut,serai,40,2467,4,1.006302602202463
15851,ikan tongkol,serai,80,2467,8,1.006302602202463
57546,rumput laut,serai,10,2467,1,1.006302602202463
58059,ketimun,serai,10,2467,1,1.006302602202463
3042,keju cheddar,tepung maizena,212,931,8,1.006241801456622
1106,cabai rawit merah,kacang tanah,582,212,5,1.0060270017565156
26460,jahe,kari,1371,18,1,1.0059783742673862
13089,jahe,ramen,1371,18,1,1.0059783742673862
3728,margarin,saus sambal,664,223,6,1.0059513600173677
52185,cabai merah keriting,daun selada,851,29,1,1.0059378531660172
15355,cabai merah keriting,kerang hijau,851,29,1,1.0059378531660172
41538,cabai merah keriting,sapi,851,58,2,1.0059378531660172
25431,merah,tahu kuning,617,40,1,1.0058973337065413
21630,bengkuang,daun bawang,43,574,1,1.0058162997127365
3751,saus tiram,tomat,249,1487,15,1.0057271699032129
4393,kaldu sapi,merah,97,1527,6,1.0056339972319053
64941,jagung,sirup,252,98,1,1.0052492455438704
29463,jamur,merica,50,988,2,1.005087289109797
11638,coklat bubuk,palem,247,100,1,1.005087289109797
37040,kerupuk merah,merica,25,988,1,1.005087289109797
11199,kecap ikan,sayur,138,179,1,1.0050063207279059
3807,cokelat,vanili,334,296,4,1.0044397255449953
50424,lengkuas,manis,575,129,3,1.0040756552349526
63428,daun seledri,sedap,88,281,1,1.0039543279139131
26743,butter,putih telur,453,273,5,1.003719803491972
19543,baking powder,mentega,538,276,6,1.003145855074986
46466,diblender,santan,14,1768,1,1.0029842389130181
8249,kelapa muda,santan,84,1768,6,1.0029842389130181
48913,jamur merang,santan,14,1768,1,1.0029842389130181
1075,kucai,santan,14,1768,1,1.0029842389130181
40258,perkedel,santan,14,1768,1,1.0029842389130181
16346,orange,santan,14,1768,1,1.0029842389130181
56539,persegi,santan,14,1768,1,1.0029842389130181
23489,kaldu ayam,saus sambal,222,223,2,1.0029438389534124
26151,cabai merah,ikan kakap,1597,31,2,1.002923639585652
11824,ayam,kaldu ayam,1727,172,12,1.0029169065537342
22478,paprika,susu,35,708,1,1.001853656542732
49651,sapi,susu,35,708,1,1.001853656542732
