,Ingredient1,Ingredient2,f_x,f_y,f_xy,pmi
14905,jamur,tomat,50,1487,3,1.001719148505674
378,margarin,susu full cream,664,112,3,1.0014770796224468
16606,daun pandan,ragi,506,98,2,1.0012888443277732
64921,daun pandan,soda kue,506,49,1,1.0012888443277732
54789,daun pandan,sirup,506,98,2,1.0012888443277732
6146,ayam kampung,cabai merah,190,522,4,1.0012485128026312
51856,babat sapi,ketumbar,31,800,1,1.001046879572792
40508,emping,ketumbar,31,800,1,1.001046879572792
8561,bawang bombay,kaldu ayam,1442,172,10,1.0009501100615636
6265,cabai bubuk,merica bubuk,60,827,2,1.0006437350400188
44820,kacang polong,merica bubuk,30,827,1,1.0006437350400188
13583,mayonaise,merica bubuk,60,827,2,1.0006437350400188
649,beras ketan,merah,65,1527,4,1.0004925977314865
8331,akar,putih,35,709,1,1.0004422237043245
30251,paprika,putih,35,709,1,1.0004422237043245
1099,baking powder,tepung beras,538,369,8,1.0004321492033899
56984,arik,telur ayam,83,299,1,1.0003616305385812
12076,saus tiram,telur ayam,249,299,3,1.0003616305385812
16388,cabai rawit,dada ayam,1087,137,6,1.000247468004586
39716,daun salam,ikan salem,1460,17,1,1.0002407529672672
31378,daun salam,kapur sirih,1460,17,1,1.0002407529672672
36975,daun salam,lawang,1460,17,1,1.0002407529672672
65377,kelapa,lemak,487,51,1,0.9995560559189499
50777,kelapa,kismis,487,51,1,0.9995560559189499
561,daun jeruk,sambal terasi,1506,33,2,0.9990730224594917
55673,daun jeruk,pipih,1506,33,2,0.9990730224594917
32550,asam jawa,iga sapi,710,35,1,0.9990327802010908
26033,asam jawa,mata,710,35,1,0.9990327802010908
4636,daun pisang,santan,225,1768,16,0.9985298885636379
25287,saus,vanili,84,296,1,0.9984695585584914
42308,kelapa muda,vanili,84,296,1,0.9984695585584914
1584,kelapa muda,terasi,84,592,2,0.9984695585584914
8417,daun bawang,jamur enoki,1463,17,1,0.9981880666495251
26884,daun bawang,soun,1463,136,8,0.9981880666495251
37046,daun bawang,lawang,1463,17,1,0.9981880666495251
16333,hijau,kelapa muda,323,77,1,0.9981880666495251
9621,bubuk,selada,995,50,2,0.998027249699072
22295,kecap manis,mustard,858,29,1,0.9977458822514291
64105,kaldu bubuk,krim,638,39,1,0.9977458822514291
36993,daging sapi,kembang,1037,24,1,0.9975047731483925
49370,daging sapi,ikan gurame,1037,24,1,0.9975047731483925
26339,daging sapi,paha,1037,24,1,0.9975047731483925
3675,cabai merah keriting,kerupuk,851,117,4,0.9973541094746259
19829,biar,daun salam,127,980,5,0.997344066036757
10948,jahe,madu,1371,109,6,0.9967617191624624
6681,jahe,pala,1371,218,12,0.9967617191624624
18719,kentang,lada bubuk,288,519,6,0.996540917652086
41883,bakso,kecap inggris,233,107,1,0.9957785236982587
7804,kecap manis,merica,858,988,34,0.9957195391061968
40222,daun,jawa,290,86,1,0.995417592491838
51552,beras,kacang tanah,353,212,3,0.9952037687886659
43248,jinten,nasi putih,108,231,1,0.9950968740798523
31869,masak,nasi putih,108,231,1,0.9950968740798523
6212,kecap manis,tauge,858,349,12,0.9948764398234764
8,bawang putih,cabai rawit merah,6536,252,66,0.9947908297010288
56757,daun pisang,rawit,225,111,1,0.9940152082091112
47508,merica,tahu kulit,446,56,1,0.9939751689706522
33928,biji,jawa,581,86,2,0.9936949391803919
28055,biji,buncis,581,43,1,0.9936949391803919
8253,buah cherry,susu kental manis,62,403,1,0.993574864734091
17905,kacang tanah,nangka,284,88,1,0.993334759086453
21873,telur,telur ayam,418,299,5,0.9931587182445232
947,santan,sayur,419,179,3,0.9930013746310824
3489,cabai rawit,ikan tongkol,1087,69,3,0.9929747086755064
49107,cengkeh,kaleng,379,66,1,0.9924548646170136
50065,hitam,kaleng,379,66,1,0.9924548646170136
21178,ikan nila,kaldu bubuk,45,556,1,0.9922150277049634
16102,bawang merah,bunga lawang,4710,85,16,0.9921400904648667
1069,merica bubuk,teri medan,455,55,1,0.9920152075424442
6310,ayam,daun selada,1727,29,2,0.9913560841526582
18544,ayam,kulit pangsit,1727,29,2,0.9913560841526582
27291,bombay,tepung terigu,32,2348,3,0.9912030166462615
25854,daun pandan,tepung sagu,506,396,8,0.9911364728637553
6453,ikan teri,kemiri,21,1193,1,0.9908969519045263
39713,ikan salem,kemiri,21,1193,1,0.9908969519045263
36854,jeruk nipis,kerupuk merah,836,30,1,0.9898198169790084
57879,daun kemangi,labu siam,256,98,1,0.989500888575731
14822,merah,petai,617,122,3,0.9893680317553308
30395,has,mie,82,306,1,0.9893414625092316
53936,saus,telur ayam,84,299,1,0.9883854394918655
2732,kemiri,muda,780,322,10,0.9883854394918655
11446,jahe,paprika merah,1371,55,3,0.9876292355991898
55230,sirup,tepung maizena,27,931,1,0.9875496684444693
56192,pandan,vanilla,107,235,1,0.9872314631198004
63790,kuning telur,pepaya,393,64,1,0.9869531164969324
36984,cabe,daun salam,77,980,3,0.9869001068756738
4666,cabai keriting,jeruk nipis,115,875,4,0.9867841581248916
50396,hela,kacang,139,181,1,0.9866748473293481
38577,cuka,soun,185,136,1,0.9866351009114885
42349,kaleng,vanili,85,296,1,0.9866351009114885
11314,kulit,merica bubuk,213,827,7,0.9864591000480624
2054,kaldu sapi,lada bubuk,97,519,2,0.9861781306165394
29289,baking soda,susu kental manis,125,403,2,0.9855426930368267
3203,ragi,wijen,78,646,2,0.9852846618136173
66761,jagung,palem,252,100,1,0.9850465382263508
2916,kayu manis,ragi instant,319,79,1,0.9850068564739994
22780,bubuk,zaitun,995,76,3,0.9847820229490514
148,cabai merah,kencur,1597,300,19,0.9844201680210924
20443,butter,tawar,453,167,3,0.9843721624941861
14263,dada ayam,roti tawar,388,65,1,0.9842532022069549
2526,dada ayam,keriting,388,65,1,0.9842532022069549
4943,ketumbar,merica,434,988,17,0.9841319239338089
55808,asin,kecap asin,76,332,1,0.9837775025230457
7326,bawang bombay,olive,1442,35,2,0.9836586129515027
11880,hitam,kentang,379,333,5,0.9834050290970956
13265,lada,tani,297,85,1,0.9832624164328494
25127,butter,kulit,453,223,4,0.9828762759026033
49230,cabe,tempe,77,328,1,0.9828267814880379
60804,jeruk,kayu manis,67,377,1,0.9827080048868886
44388,cabai,kerupuk,216,117,1,0.9821934692439442
14789,giling,margarin,245,619,6,0.9820417977245974
41553,pala,tomat,51,1487,3,0.9819165212094944
21663,kluwek,tomat,17,1487,1,0.9819165212094944
1206,jahe,kecap asin,1371,332,18,0.9815869211432273
41646,pandan,putih,107,709,3,0.9815737393999415
46845,muda,sedap,90,281,1,0.9814814720618545
14827,merah,teri,617,41,1,0.9812047211161699
42540,merah,tepung kanji,617,41,1,0.9812047211161699
7817,acar,kecap manis,127,996,5,0.9811493801167763
24040,kecap manis,sawi putih,858,59,2,0.9806514488921291
34698,bawang merah,buncis,4710,43,8,0.9804440507016756
13439,jagung,saus,252,201,2,0.9800589967153117
35981,ayam,cabai keriting,1727,44,3,0.9799273883290355
14270,mayonnaise,telur,47,2156,4,0.9797826391068098
8868,merah,timun,617,493,12,0.9791742635657879
1508,ebi,kemiri,170,1193,8,0.9790624942575235
11890,daun bawang,nasi,1463,104,6,0.9787699807924235
32188,cabai rawit,kepala,1087,70,3,0.9785859712234066
16325,hela,warna,139,365,2,0.9784217055726274
3501,daun kemangi,tomat,256,1487,15,0.9780026218883581
10841,lada bubuk,wortel,284,983,11,0.9779577262158634
4930,jinten,kental,108,470,2,0.9779290704574868
63160,masak,vanilla,108,235,1,0.9779290704574868
46182,hitam,lontong,379,67,1,0.9774169872524732
18859,hitam,saus,379,201,3,0.9774169872524732
25196,bakso,paha ayam,233,109,1,0.9772594759310212
32781,acar,sate,127,200,1,0.9771413587192376
17178,daging sapi,paprika hijau,1037,49,2,0.9768854859456568
1504,daun salam,kental,1460,470,27,0.9765582683237081
60877,daging kambing,telur ayam,85,299,1,0.9765509818448627
47046,ebi,telur ayam,170,299,2,0.9765509818448627
10833,lada bubuk,sayur,284,179,2,0.9764329482838497
54026,kol,sosis,212,120,1,0.9755677942718071
64703,keju cheddar,singkong,212,120,1,0.9755677942718071
3381,kecap asin,wortel,440,983,17,0.9754753087226081
3495,daun kemangi,kemiri,256,1193,12,0.9751485949363872
17341,kunyit,lontong,380,67,1,0.9747819396144679
16269,kecap ikan,tepung beras,138,369,2,0.9747426630880789
602,cabai rawit,tempe,1087,328,14,0.9745126458357709
47,bawang merah,daun jeruk,4710,757,140,0.9744817938872576
18475,bawang bombay,keju,1442,53,3,0.974179868996959
52309,daun selada,tauge,73,349,1,0.9741144483750471
38085,jeruk limau,tauge,73,349,1,0.9741144483750471
58242,biru,kelapa,52,490,1,0.9739967020397658
28762,belimbing wuluh,daun salam,78,980,3,0.9739967020397658
24656,cocopandan,susu,36,708,1,0.9736827795760358
705,ketumbar,merah,434,1527,26,0.9736375104283101
6712,cuka,merica bubuk,185,827,6,0.9732447608519044
2587,bawang merah,jeruk limau,4710,65,12,0.9727220046077651
10055,emping,udang,31,823,1,0.9727024065636494
44364,kecap asin,sapi,440,58,1,0.9724280742671393
46078,daun,nangka,290,88,1,0.9724280742671393
19071,kaldu bubuk,keruk,638,40,1,0.9724280742671393
24202,batu,nangka,290,88,1,0.9724280742671393
29078,saus tiram,tahu putih,249,205,2,0.9723301166826949
2018,aren,putih,72,709,2,0.972271346737628
16900,jinten,putih,108,709,3,0.972271346737628
21245,cabai merah keriting,ikan nila,851,30,1,0.9720363014903359
23091,cabai merah,kepiting,1597,32,2,0.9711749412710718
24092,kwetiau,wortel,26,983,1,0.9709401535572169
385,kering,singkong,213,120,1,0.9708619032343945
2212,beras basmati,kunyit,24,1065,1,0.9708619032343945
27268,margarin,tepung ketan,664,77,2,0.9707054209556931
44203,cabe,kecap manis,77,996,3,0.9707054209556931
16032,daun kunyit,kaldu,188,136,1,0.9705489631598644
46232,parsley,tepung tapioka,53,483,1,0.9693372445211709
29352,barbeque,ketumbar,32,800,1,0.9692981812582117
36780,daun jeruk,lawang,1506,17,1,0.9692200593098105
58011,daun jeruk,ikan teri,1506,17,1,0.9692200593098105
39678,daun jeruk,ikan salem,1506,17,1,0.9692200593098105
14856,sate,tepung maizena,55,931,2,0.9692005297762728
5471,jintan,kental,109,470,2,0.9687124153525629
32206,kental,kepala,366,70,1,0.9685172362751403
4096,bubuk kari,tahu putih,125,205,1,0.9683220952851561
7632,beras ketan putih,merica bubuk,31,827,1,0.9678539122170279
8791,alpukat,nasi putih,111,231,1,0.9676978998917378
36936,cabe,kentang,77,333,1,0.9676978998917378
1611,kelapa muda,merah,84,1527,5,0.9672066200980197
224,cabai merah,daun salam,1597,980,61,0.9670849560195467
13143,sate,saus tiram,55,933,2,0.967054606205996
16286,cooking,susu,145,708,4,0.966762336731462
28701,daun melinjo,merica,26,988,1,0.9658665759565156
4915,kemiri,merica,780,988,30,0.9658665759565156
32528,kecap,merica,52,988,2,0.9658665759565156
48752,kwetiau,merica,26,988,1,0.9658665759565156
46214,lada,tepung,297,173,2,0.9657692589853322
47047,mie,telur ayam,172,299,2,0.9648549420816712
6220,kacang tanah,kecap manis,284,996,11,0.9648195887784317
38898,ati ampela ayam,jahe,22,1169,1,0.9646993968954812
64462,bawang putih bubuk,saus,128,201,1,0.9643106397471726
24846,lengkuas,sayur,575,179,4,0.9641843262076507
258,bawang putih,daging sapi,6536,378,96,0.9640191710342751
27979,kemiri,nasi putih,780,231,7,0.9638443305757478
55679,kemiri,pipih,780,33,1,0.9638443305757478
520,cabai rawit,terasi,1087,592,25,0.9638381145888512
10746,dada ayam,kecap asin,388,332,5,0.9629434156202038
8431,hitam,kaldu,379,136,2,0.9626019014673324
50256,hitam,sp,379,68,1,0.9626019014673324
24140,mentega,sirup,263,98,1,0.962524300877529
26251,kentang,sayur,288,179,2,0.9624467063091099
4162,baking soda,margarin,125,619,3,0.9618390904070779
5677,sayur,susu kental manis,64,403,1,0.9618261664195107
45293,cabai hijau,nasi,248,104,1,0.9618261664195107
18208,daun salam,sandung lamur,1460,53,3,0.9617744721394711
1576,kental,serai,366,2467,35,0.9616024232845561
17119,kaldu jamur,seledri,141,366,2,0.9613997685062762
40271,bunga lawang,perkedel,445,58,1,0.961128519013206
965,santan,telur,419,2156,35,0.9611130212642537
28654,kelapa,sandung lamur,487,53,1,0.9610897750911539
11144,brown sugar,tauge,74,349,1,0.9605087963192686
67310,essense,tepung terigu,11,2348,1,0.9604313579795078
17961,kacang almond,tepung terigu,44,2348,4,0.9604313579795078
3619,strawberry,tepung terigu,22,2348,2,0.9604313579795078
53539,evaporated,tepung terigu,11,2348,1,0.9604313579795078
3620,maple,tepung terigu,11,2348,1,0.9604313579795078
34140,paha,tepung terigu,11,2348,1,0.9604313579795078
36045,parang,tepung terigu,11,2348,1,0.9604313579795078
1389,lemon,tepung terigu,99,2348,9,0.9604313579795078
1045,rebon,tepung terigu,11,2348,1,0.9604313579795078
57282,powder,tepung terigu,11,2348,1,0.9604313579795078
64780,karamel,tepung terigu,11,2348,1,0.9604313579795078
12739,corn syrup,tepung terigu,11,2348,1,0.9604313579795078
42,daun jeruk,jeruk nipis,1506,875,51,0.960035149732738
49075,ayam kampung,kaldu,190,136,1,0.9599668538293273
47128,ebi,hijau,170,152,1,0.9599668538293273
14768,kaldu,margarin,167,619,4,0.9598410877444049
2300,jahe,kayu manis,1371,377,20,0.9598372182695314
29517,bakso,rawit,233,111,1,0.9590771568478308
38001,kol,petai,212,122,1,0.9590384923205965
37194,kol,seledri,212,366,3,0.9590384923205965
2433,bawang bombay,daun bawang,1442,574,32,0.9589660003611312
51900,kaldu sapi,ketumbar,97,800,3,0.958935394222665
3677,cabai merah keriting,hijau,851,152,5,0.9587910747403153
30205,mustard,telur,12,2156,1,0.9587292299089774
16023,cream of tartar,telur,24,2156,2,0.9587292299089774
44176,melintang,telur,12,2156,1,0.9587292299089774
14346,dashi,telur,12,2156,1,0.9587292299089774
327,kulit pastry,telur,12,2156,1,0.9587292299089774
50452,butuh,telur,12,2156,1,0.9587292299089774
1020,bawang putih,daun bawang,6536,574,145,0.9586695212870345
42488,margarin,tepung ketan putih,664,39,1,0.9578020161197852
13070,kecap,kecap manis,52,996,2,0.9578020161197852
15159,ikan teri,serai,21,2467,2,0.9575124380330311
48777,ayam,pedas,1727,15,1,0.9574545324769769
12392,ayam,kerupuk udang,1727,15,1,0.9574545324769769
12109,ayam,kwetiau,1727,30,2,0.9574545324769769
2176,ketumbar bubuk,kunyit,73,1065,3,0.9570685811020586
12974,brokoli,udang,63,823,2,0.9567020652172082
27665,daging sapi,mengkal,1037,25,1,0.9566827786281373
11984,cumi,saus tiram,139,933,5,0.9562045901819302
13952,merica,tauge,446,349,6,0.9560144067314291
39424,mentega,vanili,263,296,3,0.9557446138921503
11969,cabai merah,jeruk limau,1597,65,4,0.9556707547351064
36067,bawang bombay,labu,1442,18,1,0.9554877359848063
44150,bawang bombay,sungai,1442,18,1,0.9554877359848063
44267,bawang bombay,cabe,1442,18,1,0.9554877359848063
40796,kluwek,merah,17,1527,1,0.955372162451017
24039,kecap asin,sawi putih,440,59,1,0.9553336409078391
8466,kecap asin,kuning,440,59,1,0.9553336409078391
1485,bawang putih,bubuk,6536,147,37,0.9550505010515148
60711,ikan kakap,kelapa,53,490,1,0.9549485070690714
57703,jamur kuping,kentang,78,333,1,0.9547944950558299
36966,kapulaga,soun,191,136,1,0.9547174979431835
1742,cuka,wortel,185,983,7,0.9545910155556875
6221,kacang tanah,seledri,284,366,4,0.9543326012831839
12204,daun pisang,nasi putih,225,231,2,0.9542748795595971
7692,jagung,margarin,252,619,6,0.953870920757901
650,beras ketan,ketumbar,65,800,2,0.9537939947222464
1037,santan,tepung maizena,419,931,15,0.9535658156288707
41562,sapi,tomat,35,1487,2,0.952928984336242
56734,ayam kampung,daun pisang,190,137,1,0.9526408137372544
2692,asam jawa,ebi,710,110,3,0.9525127645661979
3730,merica bubuk,saus tomat,455,515,9,0.9524060694473984
57648,jahe,kapri,1371,19,1,0.9519111529971106
48341,kaldu,serbaguna,167,156,1,0.9517959920595733
25322,saus,tepung maizena,84,931,3,0.9511820242735946
43984,essens,tepung maizena,28,931,1,0.9511820242735946
8250,kelapa muda,tepung maizena,84,931,3,0.9511820242735946
23731,kol,tepung beras,212,369,3,0.9508751816814355
17898,kacang,muda,243,322,3,0.9506451115090183
50799,cream,daging sapi,69,378,1,0.9506451115090183
12057,masak,tepung tapioka,108,483,2,0.9506451115090183
40097,cabai rawit,ikan gurame,1087,24,1,0.9504150942567104
21738,cabai rawit,ketupat,1087,24,1,0.9504150942567104
54399,ikan patin,saus tiram,28,933,1,0.9490361007033177
22880,jawa,kol,92,284,1,0.9488829965156191
1295,kacang tanah,mentega,284,276,3,0.9488829965156191
26795,kacang tanah,mie kuning,284,92,1,0.9488829965156191
27482,mangga,timun,53,493,1,0.9488447241310535
3550,bayam,timun,159,493,3,0.9488447241310535
17340,kemiri,lontong,780,67,2,0.9488064532112074
45054,bawang putih,kabar,6536,4,1,0.9482708140661361
56635,bawang putih,gandik,6536,4,1,0.9482708140661361
58796,bawang putih,crackers,6536,4,1,0.9482708140661361
34563,bawang putih,malam,6536,4,1,0.9482708140661361
66479,bawang putih,dangmyeon,6536,4,1,0.9482708140661361
42419,bawang putih,ebiudang,6536,4,1,0.9482708140661361
28156,bawang putih,ikan kerapu,6536,4,1,0.9482708140661361
6083,bawang putih,daging giling,6536,20,5,0.9482708140661361
7487,bawang putih,gereh,6536,4,1,0.9482708140661361
48285,bawang putih,degan,6536,4,1,0.9482708140661361
46111,bawang putih,jati,6536,4,1,0.9482708140661361
45978,bawang putih,damping,6536,4,1,0.9482708140661361
26982,bawang putih,ikan bawal,6536,12,3,0.9482708140661361
58679,bawang putih,jantung pisang,6536,4,1,0.9482708140661361
36384,bawang putih,lemas,6536,4,1,0.9482708140661361
18932,bawang putih,caisin,6536,4,1,0.9482708140661361
49320,bawang putih,kornet,6536,8,2,0.9482708140661361
14930,bawang putih,beras basmati,6536,4,1,0.9482708140661361
64387,bawang putih,tegal,6536,4,1,0.9482708140661361
60869,bawang putih,kembang turi,6536,4,1,0.9482708140661361
40128,bawang putih,filet,6536,4,1,0.9482708140661361
1367,kaldu bubuk,ketumbar bubuk,638,123,3,0.9477354616767678
64390,kaldu bubuk,tepung kanji,638,41,1,0.9477354616767678
43173,hijau,pandan,323,81,1,0.9475443338307702
23325,kangkung,lengkuas,59,1774,4,0.9474105660705118
2272,kapulaga,serai,191,2467,18,0.9469860250460437
2364,lengkuas,terasi,575,592,13,0.9467184935060461
42922,daging giling,susu kental manis,65,403,1,0.9463219798835455
10491,brown sugar,susu,74,708,2,0.9462838053879213
22364,coklat putih,susu,37,708,1,0.9462838053879213
10842,lada bubuk,tepung beras,284,369,4,0.9461692906440228
35109,hela,kayu manis,139,377,2,0.9460738717071083
33944,jagung,nasi,252,104,1,0.9458258250730696
713,putih,telur ayam,263,299,3,0.9456604948255242
48087,kunyit,lunak,380,69,1,0.9453680544081746
10544,kaldu ayam,merica bubuk,222,827,7,0.945073883885208
3004,margarin,ragi instant,664,79,2,0.9450629903423554
19505,brown sugar,putih,74,709,2,0.9448723725495136
3166,merica bubuk,tepung,455,173,3,0.9446690869452459
4109,bawang putih bubuk,tahu putih,128,205,1,0.9446055686678401
14915,cabai bubuk,jeruk nipis,60,875,2,0.9442245437060957
7722,bawang bombay,margarin,1442,619,34,0.9441147458125363
42614,pala,saus tomat,51,515,1,0.9436532783378037
12344,parsley,tomat,53,1487,3,0.9434502403816983
5662,aren,pala bubuk,72,365,1,0.9430823391273185
23318,daun salam,labu,1460,18,1,0.9430823391273185
4213,daun salam,kapulaga,1460,216,12,0.9430823391273185
